channel,date,text,thread,timestamp,url,username
100-days-of-code,2018-10-29,"After listening to this interview with Elana Hashman on packaging Leiningen, ",1,16:10:59,https://clojurians-log.clojureverse.org/100-days-of-code/2018-10-29,porkostomus
100-days-of-code,2018-10-29,"I just listend to the same podcast, was really interesting.  Big thanks to all that have put the work in.",2,22:10:16,https://clojurians-log.clojureverse.org/100-days-of-code/2018-10-29,jr0cket
100-days-of-code,2018-11-04,"This past week has been working towards joining the Debian Clojure team. My first contribution will be packaging tools.deps.
A great article on data visualisation in Clojure: ",1,19:11:03,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-04,porkostomus
100-days-of-code,2018-11-05,"I think I made my first Debian package!
",1,20:11:05,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-05,porkostomus
100-days-of-code,2018-11-08,"Now that all dependencies for tools.deps have been uploaded to Debian, there are just 3 packages that need a version bump. I just knocked out this one: ",1,18:11:05,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-08,porkostomus
100-days-of-code,2018-11-18,"Did anyone create a cljs ui project that can talk to an existing REST back-end, say in python or java?",1,08:11:55,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-18,manas.marthi
100-days-of-code,2018-11-18,Do I need to run the ui on a different port with CORS settings on the REST back-end?,2,08:11:49,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-18,manas.marthi
100-days-of-code,2018-11-21,"Apologies for the lack of updates here, I have got my log back up to date again.  For the last couple of weeks I have started working on my Practicalli Clojure book and a code base of Clojure examples called Clojure-through-code.

I have also started a Virtual study group using YouTube live broadcasting and recording.  I have had 3 broadcasts so far, just covering some of the basics of Clojure and tooling.  My broadcast schedule and recordings are published on the study guide ",1,01:11:21,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-21,jr0cket
100-days-of-code,2018-11-22,"Day 68 and it is starting to feel like winter, very chilly today, although nice and warm in the direct sunlight.  Today I had my first job interview in ages and surprisingly I really enjoyed the experience.

I added a code file of all the solutions of the ClojureBridge London exercises to my clojure through code repository on github.  I'll use some of those exercises for the Practicalli Clojure book and greatly expand on them over the coming months.

Also started a chapter on Macros in the Practicalli Clojure book.  The initial discussion is about what a macro is and the constraints around using them, i.e. functional composition.

",1,01:11:08,https://clojurians-log.clojureverse.org/100-days-of-code/2018-11-22,jr0cket
100-days-of-code,2018-12-01,"A busy week of interviews for a new role using Clojure, continuing on with my virtual Clojure study group, mentoring several people in Clojure (and occasionally Spacemacs), adding more content to my Practicalli books and completing some more 4Clojure challenges.  Oh and sorting out some issues with the Clojure workshops before ClojureX this year, as well as a few additional things with ClojureX itself.

The log is up to day, just lapsed a little in pushing it to Github and updating here.
",1,01:12:19,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-01,jr0cket
100-days-of-code,2018-12-01,"Oh my, the holidays keep getting closer every day ",2,22:12:52,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-01,jr0cket
100-days-of-code,2018-12-01,"The advent of code started today, so I hope to find time to work on some of the challenges.  Hopefully I wont see too many spoilers in the ",3,22:12:09,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-01,jr0cket
100-days-of-code,2018-12-10,"i solved stuff incl d7-part1, day 6 was imho quite hard because i didnt get my head around how to tell whether fields are infinite or not ",1,15:12:28,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-10,klaus.azesberger
100-days-of-code,2018-12-10,"While everyone has been doing Advent of Code, I've been doing my own thing: ",2,18:12:47,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-10,porkostomus
100-days-of-code,2018-12-23,"Since I needed a way to mark up algebraic expressions, I got to dive back into TeX to use MathJax. I've used TeX in the past for a couple of projects, one for doing sheet music notation with Lilypond, and once for publishing a Hebrew/English text which needed to read in both directions.
",1,17:12:32,https://clojurians-log.clojureverse.org/100-days-of-code/2018-12-23,porkostomus
100-days-of-code,2019-07-01,"Sam is fond of chocolates, so Alex gave Sam some boxes of chocolates as a gift. Sam wants to choose one or more boxes of chocolates such that the average number of chocolates in the chosen boxes is exactly equal to some integer k.  Given the number of chocolates in each box, determine the number of ways Sam can choose boxes such that the average number of chocolates across the chosen boxes is equal to k.  Since the result may be very large, return the value modulo (109+7).



For example, Alex bought 3 boxes of chocolates containing chocolate = [3, 2, 4] chocolates in the boxes. Sam wants to choose boxes such that the average number of chocolates among the chosen boxes is k = 3.  The boxes can be selected in the following 3 ways:



Take chocolate[0] having 3 chocolates.
Take chocolate[0, 1, 2] having (3, 2, 4) chocolates respectively, (3+2+4)/3 = 3
Take chocolate[1, 2] having (2, 4) chocolates respectively, (2+4)/2 = 3


Return the answer 3%(109+7) = 3.


Function Description

Complete the function chocolateBoxes in the editor below. The function should return an integer, the number of ways to choose boxes, modulo (109+7).



chocolateBoxes has the following parameter(s):

    k : an integer denoting the average number of chocolates

    chocolate[chocolate[0], chocolate[1] .... chocolate[n-1]]: an integer array where chocolate[i] denotes the number of chocolates in ith box.



Constraints

1≤ k ≤ 50
1≤ n ≤ 50
1 ≤ chocolate[i]  ≤ 50


Input Format For Custom Testing
Sample Case 0
Sample Input For Custom Testing

3
6
3
2
4
5
1
12

Sample Output

7",1,10:07:07,https://clojurians-log.clojureverse.org/100-days-of-code/2019-07-01,abhishekmonu62
100-days-of-code,2019-07-01,"this is question asked in infosys power programmer contest

can anyone help me with the code of above",2,10:07:24,https://clojurians-log.clojureverse.org/100-days-of-code/2019-07-01,abhishekmonu62
aatree,2016-01-20,"Simplified aautil boot tasks, scoped dependencies.",1,21:01:57,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,converted closer-trait from laforge/aatree,2,22:01:52,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,I finally have admin access to this Windows 10 machine so tomorrow I should be able to install stuff,3,23:01:15,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,Sounds good.,4,23:01:07,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,"Unless you have some snippets to contribute, the aautil project is complete for now except for the docs and clojurescript tests.",5,23:01:19,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,Looks like converting .clj files to .cljc files is not difficult.,6,23:01:46,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,I very much want at least a simple database running on the client. ,7,23:01:23,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,It is nice to see the number of clj + cljc projects at ,8,23:01:59,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,I was looking at this and it looks like I'll be able to do something similar for the data structures I've defined: ,9,23:01:35,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,It looks like custom maps and such in cljs is easier than doing it in clj. ,10,23:01:23,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,definitely,11,23:01:12,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,sadly,12,23:01:24,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,?,13,23:01:43,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,sadly?,14,23:01:47,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,I feel a clojure fork is in my future,15,23:01:52,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,sad that clojure isn't as clean as clojurescript in its use of protocols,16,23:01:18,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,a clojure fork?,17,23:01:49,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,"most likely, yes",18,23:01:02,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,of?,19,23:01:11,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,the language,20,23:01:20,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,I am really not following.,21,23:01:31,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,You want to fork clojure?,22,23:01:40,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,yes,23,23:01:43,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,to fix its faults and allow its future to be community-driven,24,23:01:28,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,understood,25,23:01:49,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,using dunaj as inspiration,26,23:01:01,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,u and how many others?,27,23:01:19,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,as many that will follow,28,23:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,ah,29,23:01:35,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,"your initiative for now, hmm?",30,23:01:47,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,"I can't speak for anyone else and there is much fear in the community, but I am not alone",31,23:01:12,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,fear???,32,23:01:24,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,so someone needs to just do it,33,23:01:29,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,"yes, fear",34,23:01:36,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,of??,35,23:01:40,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,the unknown - combined with a litte too much politeness,36,23:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,ok,37,23:01:15,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,"I agree it needs to be done, not convinced this is the best time. Things seem pretty raw, so there is a lot of learning yet to be done.",38,23:01:05,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-20,now is the time - or soon-ish,39,23:01:24,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,clojure core development is not an open process,40,23:01:46,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,as someone who has contributed to open source for many years I have a problem with that,41,23:01:19,https://clojurians-log.clojureverse.org/aatree/2016-01-20,meow
aatree,2016-01-20,understood,42,23:01:51,https://clojurians-log.clojureverse.org/aatree/2016-01-20,laforge49
aatree,2016-01-21,and I have nothing to lose and therefore nothing to fear,1,00:01:13,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,,2,00:01:22,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,And that is no exageration - I literally have nothing to lose that hasn't already been lost,3,00:01:02,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,bummer,4,00:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,once you've lost it all - more than once - you are never the same,5,00:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,not a bummer - I am free,6,00:01:58,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,ah,7,00:01:08,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,me too,8,00:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,sweet,9,00:01:14,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,travel light through life,10,00:01:17,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,I've had nothing but the clothes on my back - more than once,11,00:01:43,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,Right now I have little more than that.,12,00:01:02,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,and that's about all I want,13,00:01:15,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,living in a 3 room apt. just breaking even. no heat most of the day.,14,00:01:32,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,I'm couch-surfing and grateful to not be on the streets.,15,00:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,I've also died twice. First time was melanoma. Told 20 years ago I had a significantly less than 5% chance of living 5 years.,16,00:01:24,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,2 years on the streets.,17,00:01:25,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,oh my!,18,00:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,These days drs tell me they have never seen a survivor who had melanoma spread to the lymph nodes.,19,00:01:05,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,about 6 months was in a tent - which was a luxury,20,00:01:07,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,everything is relative.,21,00:01:18,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,yes,22,00:01:23,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,we are survivors,23,00:01:41,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,Today we got a portable washing machine. Rupali has been washing our cloths by hand for the last year.,24,00:01:56,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,I would get new clothes and throw the old ones away if nobody else wanted them,25,00:01:28,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,newly donated,26,00:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,never did laundry the whole time I was on the streets,27,00:01:56,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,never had it that tough,28,00:01:11,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,but facing death was life changing too,29,00:01:31,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,it did me a world of good,30,00:01:35,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,,31,00:01:41,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,Learn what is important,32,00:01:49,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,definitely,33,00:01:59,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,I decided I was living a life that was not going anywhere and that I wanted to contribute something technical.,34,00:01:26,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,being humbled is interesting,35,00:01:45,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,instead of committing suicide I thought I'd try one last time to create a reality that embraced me,36,00:01:43,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,since I failed in my suicide attempt,37,00:01:05,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,"sounds good, if challenging",38,00:01:07,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,so far so good,39,00:01:20,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,and so the man does what he feels like,40,00:01:45,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,"whatever, I do what I want...",41,00:01:59,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,"or is it you do, yes, what you want.",42,00:01:09,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,;cartman:,43,00:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,the former means no dicipline,44,00:01:19,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,we need south park emoji,45,00:01:21,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,"lisp style, like all emoji. (sp)",46,00:01:44,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,?,47,00:01:56,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,(smile),48,00:01:08,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,"oh, I see",49,00:01:13,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,:keyword-emoji,50,00:01:34,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,"at least on skype, the emoji are represented by a word in paren",51,00:01:36,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,did not know that,52,00:01:45,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,"So, is cljs a good starting point?",53,00:01:15,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,"sorry, I mean cljc",54,00:01:34,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,being platform nutral,55,00:01:48,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,neutral,56,00:01:55,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,yes,57,00:01:35,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,Would you want a language that is platform agnostic or one that embraces the underlying platform?,58,00:01:38,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,reader conditionals,59,00:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,not sure,60,00:01:59,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,That's a good first question.,61,00:01:14,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,lots of benefits to host interop,62,00:01:16,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,yeah. and that is the UGLIEST part of clj.,63,00:01:35,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,Done quite badly.,64,00:01:44,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,I would lead by playing Socrates herding cats,65,00:01:12,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,ask a lot of questions and let the experts decde by consensus,66,00:01:34,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,I wouldn't write any of the code,67,00:01:48,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,other than writing in the language so I could eat the dogfood,68,00:01:12,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,nom nom nom,69,00:01:20,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,,70,00:01:28,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,how about square brackets instead of parens,71,00:01:39,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,I'll call you bill gates then. Intentionally incompatible,72,00:01:03,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,Though MS seems to have changed its spots of late.,73,00:01:21,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,,74,00:01:22,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,I just dread what MS is going to be doing in the near future once windows 8 is completely dead.,75,00:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,--let loose the gates of advertising.,76,00:01:21,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,I really think windows 10 is an advertising platform more than anything else.,77,00:01:40,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,Pay to turn the ads off!,78,00:01:09,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,lol,79,00:01:50,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,AdBlock in Chrome is awesome,80,00:01:05,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,and now there is someone working on a new browser that is doing ad replacement,81,00:01:23,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,--ex ceo of firefox,82,00:01:11,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,"OK, one advantage of [ over (  --no shift key, so you can type more easily.",83,00:01:00,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,But is ]]]]] as readable as )))))?,84,00:01:14,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,sure,85,01:01:33,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,its a trivial thing that makes it easier to break with the past and make a fresh start,86,01:01:32,https://clojurians-log.clojureverse.org/aatree/2016-01-21,meow
aatree,2016-01-21,now using clojure 1.8.0,87,03:01:01,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-21,phantomjs for unit testing?,88,22:01:26,https://clojurians-log.clojureverse.org/aatree/2016-01-21,laforge49
aatree,2016-01-22,"hello, ",1,00:01:16,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,,2,00:01:28,https://clojurians-log.clojureverse.org/aatree/2016-01-22,annapawlicka
aatree,2016-01-22,: I'm behind on everything,3,00:01:50,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,in the weeds,4,00:01:10,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,in the swamp,5,00:01:16,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,"hey, ",6,00:01:28,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,bam hi ,7,00:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-22,micha
aatree,2016-01-22,"Yo it's clojurian, whats up ?",8,00:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-22,slackbot
aatree,2016-01-22,what's with this slackbot today?,9,00:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,": wtf, dude!",10,00:01:27,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,quit asking that,11,00:01:43,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,the aautil repository under aatree is now tied to this channel. ,12,02:01:17,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,--thanks to Anna.,13,02:01:45,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,": It is ok to be behind. ""Just do what you want!"" ",14,02:01:17,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,I try ,15,02:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-22,meow
aatree,2016-01-22,I thought this would be helpful: ,16,02:01:57,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,But I do not understand the build.boot file.,17,02:01:15,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,So much to learn. And some of it might be harder than needed if it is a bit dated.,18,02:01:41,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,--things change so fast!,19,02:01:48,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,cleaned up the dependencies before adding more. ,20,03:01:16,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-22,Stuck: ,21,18:01:49,https://clojurians-log.clojureverse.org/aatree/2016-01-22,laforge49
aatree,2016-01-23,new project: aacounters,1,01:01:13,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,will be used to demo aalog,2,01:01:25,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,Time to redo aalog. 'Cause I am not sure the goog.log is what I want. Looks like I just want aalog to be a dumb wrapper of console. --I'm NOT shooting for the moon here!,3,04:01:07,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,"Once I have it working with js, I want to start on me databases again.",4,04:01:11,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,,5,04:01:11,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,reactji performance art inspire by la lune,6,04:01:38,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,,7,04:01:46,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,"I am happy with the very small progress made today. 'Cause it is all so new to me. But hopefully I can soon become productive again. New is fine, but nothing beats productive for the sheer joy of living. ",8,04:01:02,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,agreed - it will come,9,04:01:20,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,It is due.,10,04:01:30,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,Past due!,11,04:01:36,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,I need a break from all this.,12,04:01:46,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,,13,04:01:50,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,I want to crank some code!,14,04:01:57,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,I want to smoke some weed,15,04:01:09,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,That would not help my productivity.,16,04:01:32,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,,17,04:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,¯\,18,04:01:45,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,"aen ""what me worry!""",19,04:01:03,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,"instead I got a pack of ""roll yer own"" american spirit organic",20,04:01:39,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,Alfred (mad magazine) was an early precursor to south park,21,04:01:42,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,love that mag,22,04:01:52,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,figured. ,23,04:01:22,https://clojurians-log.clojureverse.org/aatree/2016-01-23,laforge49
aatree,2016-01-23,you know me too well,24,04:01:34,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
aatree,2016-01-23,how about OMNI magazine - big influence on me,25,04:01:06,https://clojurians-log.clojureverse.org/aatree/2016-01-23,meow
